date,id,title,label,opportunity,source,author,description,content,link,nurl
2023-02-08,a2408727,FTSE peaks again after Powell predicts 'significant' inflation fall,Not a displacement opportunity,Not a displacement opportunity,CityWire,Michelle Mcgagh,US Federal Reserve chair Jerome Powell lifts markets with comments indicating the central bank may ease off on its interest rate rises this summer.,"The FTSE 100 has hit an all-time high after markets detected a 'dovish' stance in comments by Federal Reserve chair Jerome Powell last night.
The UK's main stock market index jumped 0.8%%, or 62 points, to 7,926, beating the peak set on Friday after recovering from a wobble on Monday caused by the release of stronger-than-expected US employment data showing the addition of 517,000 new jobs last month.
In a speech, Powell repeated the central bank's view that inflation had begun to fall but added that the surprisingly strong jobs figures showed the battle against rising prices will 'take quite a bit of time'.
Powell said interest rates may need to push higher than expected if economic conditions remain strong, but said this year should mark 'significant declines in inflation'.
After last month's smaller 0.25 percentage point rise in the Fed's funds to a range of 4.5%-4.75%, markets are hoping the central bank will end its aggressive rate rises with two more 0.25 percentage point moves, although there is a risk it could do more.
'Concerns that last Friday's bumper jobs report would see the Fed react to what it perceived as an overheating labour market were eased, with Powell's relatively relaxed response possibly reflecting the seasonal anomalies that often affect the January numbers,' said AJ Bell investment director Russ Mould.
'Whether Powell will remain so relaxed if the next set of payroll figures are similarly elevated is open to question, and investors will be keeping a close eye on next week's US inflation figures for January. If there is any sign of a renewed uptick in prices, the market would likely respond very negatively.'
Investor sentiment was also boosted by economists at the National Institute of Economic and Social Research (NIESR) predicting the UK would avoid a recession this year, although it cut its forecast for GDP growth this year to 0.2% from 0.7%.
Sterling jumped 0.5% to $1.2105 against the dollar, while gilt yields slipped across all maturities.
Susannah Streeter, senior analyst at Hargreaves Lansdown, said: 'The forecast from NIESR is more bullish than the Bank of England and the International Monetary Fund, suggesting the economy will suffer a period of stagnation rather than back-to-back quarters of contraction,' she said.
BP (BP) led the blue-chip index for a second day, up 3.2%, or 16p, at 532p following yesterday's record profits from the oil giant.
JD Sports (JD) added 2.9%, or 5p, to 184p after confirming the divestment of its UK non-core fashion brands, which it sold to Sports Direct owner Frasers (FRAS), which was up 2.1%, or 16p, at 801p.
Barratt Developments (BDEV) gained 1.8% to 468p after delivering 6.9% growth in home completions in 2022 despite a slowdown in activity in the past six months.
Charlie Huggins, head of equities at Wealth Club, said the 'picture is not looking as grim as it was back in the autumn' for housebuilders and there is 'a sense that interest rates are close to peaking'.
Rival Persimmon (PSN) rose 2.2% to PS14.98, while in real estate, student accommodation provider Unite Group (UTG) added 1.8% to PS10.32, as did warehouse investor Segro (SGRO), at 871p.
The more domestically focused FTSE 250 advanced 1.2%, or 248 points, to 20,436, led by Harbour Energy (HBR), which added 5.7%, or 17p, to 316p as the independent oil and gas company was expected to benefit from a stronger economy.
Molten Ventures (GROW), which invests in early-stage technology, added 5.6% to trade at 386p, while FirstGroup (FGP) was up 5.6% at 116p as the coach and bus group confirmed it will buy Essex bus company Ensign.",https://citywire.com/funds-insider/ftse-peaks-again-after-powell-predicts-significant-inflation-fall/a2408727,13
2023-02-08,a2408740,Geffen exits Liontrust in global equity restructure,Changes in the Investment Team,Displacement opportunity,CityWire,Robin Amos,Global equities fund manager Robin Geffen leaves Liontrust as the group streamlines four years after buying his Neptune investment business.,"The head of Liontrust's global equity team, Robin Geffen, is leaving the firm as the team merges into the company's fundamental equities franchise.
The global equity team, except for the Global Technology
fund, is becoming part of the global fundamental team with immediate effect. Global Technology is moving to the global innovation team.
The global fundamental team is headed by James de Uphaugh, while the managers who are moving across from the global equity team will report to Tom Record.
Record joined Liontrust (LIO) last April as part of its acquisition of Majedie Asset Management.
At Majedie, Record managed equities for eight years, co-heading the Majedie Global Equity and Global Focus funds. He was previously a fund manager at Baillie Gifford.
The consolidation of the teams comes after Liontrust's Income
and US Opportunities funds were moved from the global equity team to the global fundamental team last July. The Income fund, formerly managed by Geffen, was placed under Chris Field.
At the same time, the firm created the global innovation team, led by James Dowey and Storm Uru. The pair previously worked under Geffen at Neptune Investment Management.
The Liontrust global equity team was formed in 2019, when the firm bought Neptune, which Geffen (pictured above) founded and led as CEO.
The acquisition of the business for PS40m brought 19 global, income, regional and emerging markets funds to Liontrust, which placed them under its brand.",https://citywire.com/funds-insider/geffen-exits-liontrust-in-global-equity-restructure/a2408740,10
2023-02-08,a2408706,Jupiter sells Starling and bans unlisted stocks,Not a displacement opportunity,Not a displacement opportunity,CityWire,Jeremy Gordon,Struggling fund group finally sells its stake in unlisted digital bank Starling and rules its open-ended funds will no longer invest in private companies.,"Jupiter has managed to sell its stake in unlisted digital bank Starling and vowed its open-ended funds will no longer invest in private companies.
The deal will see the position in Starling sold to multiple existing shareholders and is set to close in the coming weeks, according to a letter from the fund group's chief executive Matthew Beesley to clients.
The fund firm's promise not to invest in private companies comes after volatility and outflows last year delivered a fresh reminder of the liquidity issues.
The majority of Jupiter's Starling stake has been held in its PS1bn UK Mid Cap
fund, where it was a 6.5% position at the end of January. The portfolio's weighting to hard-to-trade private businesses had repeatedly neared the 10% limit set by the regulator last year.
The buyers include Chrysalis, the closed-end fund also run by UK Mid Cap's manager Richard Watts but, as an investment company with its own board, is technically a third-party buyer.
The listed fund, which focuses on fast-growing private businesses looking to float, announced late yesterday afternoon that it had agreed to buy PS20m of equity in Starling. The transaction will raise Chrysalis
from a 12% to 15% position, the second biggest in the portfolio.
Fellow backers of the digital bank include Goldman Sachs and Qatar's sovereign wealth fund. It is not clear which other existing shareholders are participating in the deal.
At the same time as the sale, Jupiter announced a change in policy to stop its daily-dealing funds from investing in unquoted stocks.
'As a result of the sustained market volatility we have experienced in recent years it is ... clear to us that investor sentiment towards holding unlisted assets in open-ended funds has changed,' said Beesley (pictured).
He said Jupiter's open-ended funds would not make any new investments in the asset class. 'While we do still retain very small stakes in a minimal number of other unlisted assets, we will prudently manage these exposures over time with a view to generating maximum value for our client.'
These positions include a small holding in Secret Escapes in the UK Mid Cap fund.
Other prominent Jupiter funds which have held Starling include Dan Nickols' PS623m UK Smaller Companies
fund.
Jupiter will be hoping the Starling sale and subsequent policy change draw a line under a saga that, on top of illiquidity concerns, has also drawn scrutiny over the interplay between Chrysalis and open-ended funds run by the same UK smaller companies desk. Those concerns have included the divergent valuations at which vehicles have held Starling as well as a furore over performance fees and cross-holdings.
The implied valuation at which Jupiter has offloaded its stake in Starling is unclear. Talks over a deal were first reported in August.
The digital bank, which is profitable month-on-month, was previously valued at around PS2.5bn in a funding round last April.
Jupiter's UK Mid Cap fund sold some of its position at that time. However, the portfolio's total weighting to unquoted stocks still hit 8.1% at the end of May on the back of investor outflows and sharp losses for the rest of the public equity portfolio.
The valuation of Starling across the open-ended funds has since been written down multiple times in response to market conditions.
Purchases of the UK Mid Cap fund were recently suspended on Fidelity's retail investor platform.",https://citywire.com/funds-insider/jupiter-sells-starling-and-bans-unlisted-stocks/a2408706,11
2023-02-08,a2408718,Global equities head to exit Liontrust amid team restructure,Changes in the Investment Team,Displacement opportunity,CityWire,Robin Amos,The head of Liontrust's global equities business is leaving the firm as his team merges into the company's fundamental equities franchise.,"Liontrust's head of global equities business, Robin Geffen, is leaving the firm as his team merges into the company's fundamental equities franchise.
The global equity team, except for the Global Technology
fund, is becoming part of the global fundamental team with immediate effect. Global Technology is moving to the global innovation team.
The global fundamental team reports to Tom Record, who joined Liontrust in April 2022 as part of its acquisition of Majedie Asset Management.
At Majedie, Record managed equities for eight years, co-heading the Majedie Global Equity and Global Focus funds. He was previously an investment manager at Baillie Gifford.
The consolidation of the teams comes after Liontrust's Income
and US Opportunities
funds were moved from the global equity team to the global fundamental team last July. The Income fund, formerly managed by Geffen, was placed under Chris Field.
At the same time, the firm created the global innovation team, led by James Dowey and Storm Uru. The pair previously worked under Geffen at Neptune Investment Management.
The Liontrust global equity team was formed in 2019, when the firm bought Neptune, which Geffen founded and led as CEO.
The acquisition of the business for PS40m brought 19 global, income, regional and emerging markets funds to Liontrust, which placed them under its brand.",https://citywireselector.com/news/global-equities-head-to-exit-liontrust-amid-team-restructure/a2408718,8
2023-02-08,a2408821,Jupiter appoints UBS veteran to co-manage Asian Income fund,Changes in the Investment Team,Displacement opportunity,CityWire,Caroline Hug,Sam Konrad will work alongside Jason Pidcock to manage the PS1.1bn fund.,"Jupiter has appointed Sam Konrad to manage its PS1.1bn ($1.3bn) Asian Income
fund alongside the existing manager, Citywire + rated Jason Pidcock.
Pidcock has run the fund since its inception in March 2016. The Asian Income strategy has returned 21.6% over three years, outperforming a sector average of 9.5%.
Konrad joined Jupiter in October last year, after 17 years with UBS working in equity sales. He started his investment career at UBS in 2005, specialising in Japanese equity sales, before broadening to Asian equity sales four years later.
In 2018, Konrad was promoted to head of middle market advisory sales.
Pidcock said: 'With 17 years of experience, he has been able to hit the ground running and has already added significant value to our investment process.
'His knowledge of the region is excellent and we are excited about the prospects for our strategy.'
Last month Jupiter said it would merge the PS46.5m Asian fund into the PS1.2bn Asian Income fund due to their similar investment objectives and risk profiles.
The proposed merger is the latest move in Jupiter's consolidation project, which followed reports that the asset manager would be merging or closing a third of its 100-strong fund range.
Last month, the firm said it intended to merge the PS110.6m Jupiter North American Income fund into its PS1.4bn Jupiter Merian North American Equity
fund.",https://citywireselector.com/news/jupiter-appoints-ubs-veteran-to-co-manage-asian-income-fund/a2408821,5
2023-02-08,a2408694,Wednesday papers: Taxpayers foot PS640m bill for fraudulent loans,Not a displacement opportunity,Not a displacement opportunity,CityWire,Himanshu Singh,And Sunak reshuffles cabinet in attempt to stamp authority on Tory party.,"Top stories
The Times: Of the PS4.1bn the government paid to lenders to cover losses on a key pandemic finance scheme, PS640m worth of facilities were marked as 'suspected fraud', new official figures show.
The Guardian: Rishi Sunak has reshuffled his cabinet to stamp his authority on the fractured Conservative Party; Greg Hands has been appointed as Tory chair and four new government departments have been created in a sweeping Whitehall restructure.
Financial Times: SoftBank's Vision Funds have suffered a quarterly investment loss of $5.5bn (PS4.5bn) as Masayoshi Son steps back from the spotlight for the first time in decades.
Business and economics
The Times: US Federal Reserve head Jerome Powell said yesterday that the latest employment report showed the process for getting inflation back near the central bank's 2% target would take 'quite a bit of time'.
The Guardian: BP has scaled back its climate ambitions as it announced annual profits had more than doubled to $28bn in 2022.
The Times: Serica Energy, the North Sea oil and gas firm, expects its production to increase by up to 80% this year as it closes in on a PS644m deal.
Financial Times: US gamblers are expected to wager a record $16bn on Sunday's Super Bowl, according to industry projections.
The Times: Arm, the UK-based chip architect, has reported a 28% jump in revenue to $746m in the three months to the end of December.
The Times: Returns fell sharply at Carlyle Group and KKR & Co in the past quarter amid a sustained slump in global dealmaking.
The Times: Carlsberg sounded a warning on rising beer prices as it predicted 'another challenging year' on the back of soaring commodity and energy prices.
Daily Mail: Nintendo slashed its full-year profit and sales forecast as its Switch video game console loses its sparkle.
Financial Times: BNP Paribas has lifted its profit targets for the next two years after windfall from the $16.3bn sales of its US retail bank.
Daily Mail: Morgan Advanced Materials expected a financial hit of up to PS12m as a result of a cybersecurity incident revealed last month, the FTSE 250 group told investors on Tuesday.
The Daily Telegraph: The estimated cost of the government's energy support package has been halved in a boost for hopes that Jeremy Hunt can cut taxes in his next Budget.
The Times: The decline in house prices slowed to a crawl at the start of the year, but a significant correction in the average price of a home is still expected as borrowing costs mount.
The Daily Telegraph: Zoom is to make 1,300 layoffs, letting go of about 15% of its workforce as the Covid-19 pandemic's work-from-home culture comes to a crashing halt.
Financial Times: GIC, the Singaporean wealth fund, is cutting its investments with H2O Asset Management following recent regulatory sanctions against the French fund manager.
The Daily Telegraph: Boeing is to cut 2,000 office jobs in the US as the struggling planemaker battles to improve its stalling production line.
The Times: The number of workers hired into permanent positions fell further at the start of the year as companies avoided increasing their costs amid fears of an economic downturn.
The Guardian: Train tickets in Britain could be priced like airline seats under a demand-based system being trialled by the government as part of a wider rail shake-up.
The Daily Telegraph: The number of trains running on HS2 will be almost halved and services will travel more slowly in a proposed shake-up of the PS72bn line as ministers scramble to save money.
The Guardian: Lidl has accused its bigger rival Tesco of 'deception' during the latest round of a long-running legal battle between the two supermarket chains over the use of a yellow circle logo.
Daily Mail: A Ukrainian court has ordered the bank accounts of FTSE 250 Ferrexpo subsidiary Poltava Mining to be frozen as part of an investigation into royalty payments.
The Times: The French defence company Thales and its Norwegian subcontractor Kongsberg are in the crosshairs as the government seeks compensation for engineering problems that have taken the PS3.2bn aircraft carrier Prince of Wales out of commission.
Share tips, comment and bids
The Times (Tempus share tips): HOLD Apple.
The Daily Telegraph (Questor share tips): HOLD AG Barr.
The Times: Funds managed by Jupiter Asset Management have sold their stakes in privately owned Starling Bank and sworn off buying any unlisted shares in future.
Financial Times: Carlsberg wants to insert a buyback clause when selling its large Russian business.
The Times: Auction Technology Group has moved into the American estate sales market with the $40m acquisition of Vintage Software, the owner of the estatesales.net website.
The Guardian (Comment): If BP's change of heart isn't a U-turn, it's certainly a major detour.",https://citywire.com/funds-insider/wednesday-papers-taxpayers-foot-640m-bill-for-fraudulent-loans/a2408694,30
2023-02-08,a2408774,M&G switches seats on climate fund again as analyst steps up,Portfolio manager change,Displacement opportunity,CityWire,Chris Sloley,Impact chief steps aside as asset manager looks to develop new talent.,"M&G Investments has handed its climate-focused equity funds to analyst Michael Rae, who will take on strategies temporarily overseen by the group's impact equities chief.
John William Olsen, who is head of sustain & impact equities at the group, had taken over the M&G Climate Solutions
and M&G (Lux) Climate Solutions
funds in October, which followed Randeep Somel's departure.
At that time, Rae had been added to the wider sustain and impact equity team, having previously worked as an equity sector analyst focused on energy and renewables. In his new capacity, Rae will serve as lead manager on the funds. He continues to report to Olsen and the aims, objectives and policies of the funds remain as they were.
Commenting on the change, Olsen said: 'The investment opportunities in clean and sustainable technology are substantial and we believe will continue to grow year-on-year.
'The global energy transition to net zero will require accelerated investment and innovation into new areas such as hydrogen, bio fuels, battery technology and energy storage and, as long-term investors, we are committed to playing an important role in decarbonising our economies.'
In terms of performance, both versions of the Climate Solutions fund - one being for UK investor and another a Ucits-compliant strategy - sit within the Global Themes category. On a three-year basis to the end of December 2022, the UK version has lost 20.9% while the Luxembourg-domiciled version fell 21.3%. This is while average fund in the peer group declined 23.1%.",https://citywire.com/funds-insider/mandg-switches-seats-on-climate-fund-again-as-analyst-steps-up/a2408774,4
2023-02-08,a2408715,Independent asset manager enters talks to buy Mandarine,Not a displacement opportunity,Not a displacement opportunity,CityWire,Jeremie Gatignol,Exclusive discussion to be held on LFPI deal to take over Marc Renaud's value shop.,"Independent multi-strategy specialist LFPI Group has entered into exclusive negotiations to buy Marc Renaud's Mandarine Gestion.
The French group is looking to expand its stable of investment firms, having announced deals for Amilton Asset Management in 2019 and Meeschaert Asset Management in 2021. These firms were later merged into a combined entity.
In a press statement regarding the potential Mandarine deal, LFPI said: 'This merger project was born from the complementarity of the listed asset management activities of the LFPI group, through its subsidiary Meeschaert, and Mandarine Gestion. It plans to maintain all of the teams and expertise as well as the Mandarine brand.'
It is understood the addition of Mandarine is seen as a building block within LFPI's multi-boutique platform ambitions. It would diversify its existing offering and also expands its ESG/SRI capabilities, the group said.
Mandarine Gestion was created in 2008 by Marc Renaud and currently has EUR3.2bn in assets under management and more than 40 employees.
The deal would potentially involve LFPI Group assuming the 15% stake currently held by insurance giant Arkea IS, which it has held since 2017. Arkea has allocated EUR850m to Mandarine since assuming its position, but this could be redirected to its other subsidiaries, namely Federal Finance Gestion and Schelcher Prince Gestion.
LFPI Group operates across Europe and has EUR25bn in assets under management. Its activities revolve around four business lines: private equity, real estate, asset management, private management and family office. The group has nearly 400 employees operating in more than 10 offices located in Europe, the United States and Asia.",https://citywireselector.com/news/independent-asset-manager-enters-talks-to-buy-mandarine/a2408715,1
2023-02-09,a2408917,BlackRock's co-head of fundamental equities joins rival as AM boss,Changes in the Investment Team,Displacement opportunity,CityWire,Chris Sloley,Daniel Gamba has taken on a senior post at $1.2tn fund house Northern Trust.,"BlackRock's co-head of fundamental equities, Daniel Gamba, has joined rival firm Northern Trust to run its asset management arm.
Gamba, who will assume the role of president with the unit known as NTAM on 3 April, will join the Chicago-based group's management group and report to Michael O'Grady, who is chief executive of Northern Trust.
Gamba spent more than two decades at BlackRock, including leadership roles in investment, distribution and product teams.
Gamba had been co-head of fundamental equities at BlackRock since July 2020, having previously served as global head of active equity product strategy.
Northern Trust as a whole has assets under custody and administration of $13.6tn, which includes $1.2tn in assets under management.",https://citywireselector.com/news/blackrock-s-co-head-of-fundamental-equities-joins-rival-as-am-boss/a2408917,0
2023-02-09,a2408964,Crux's Markson-Brown: Why Adani's pitch didn't fool me,Not a displacement opportunity,Not a displacement opportunity,CityWire,Christopher Johnson,The former Baillie Gifford Pacific Horizon portfolio manager says his suspicions surrounding the Indian conglomerate's meteoric rise grew after the firm pitched to him last year.,"Crux Asset Management's Ewan Markson-Brown was unsurprised when the foundations of Indian billionaire Gautam Adani's business empire took a hammering last month.
For the manager of the PS123m Crux Asia ex-Japan
fund, a former Baillie Gifford manager of Pacific Horizon (PHI ) investment trust, the writing was on the wall for a long time. Long-standing lessons led him to steer clear of an investment that seemed too good to be true.
A $100bn collapse in the value of the conglomerate's seven listed businesses last month followed a report from New York-based short-selling house Hindenburg Research that accused Adani Group of 'brazen stock manipulation and accounting fraud'.
Fierce denials from the group's namesake founder (pictured below) arguing the report was a 'calculated attack on the growth story and ambition of India' have yet to revive its fortunes.
Markson-Brown, who joined Crux from Baillie Gifford in June 2021, had been suspicious of the group's meteoric rise for some time, prompting him to take a sceptical view of an investment pitch he was given late last year.
'The management did come in a couple of months ago to talk about their new position,' he told Citywire Wealth Manager. 'They told us their present story about how they created the business over the last five years and how they had bought lots of interesting assets.
'That looked good on paper but in the early 2000s there were lots of infrastructure companies and they all blew up - and Adani was one of those. It has always been tarnished with that brush of not being one of the cleaner family groups in India.'
The Hindenburg report said Adani companies were highly leveraged, having pledged shares to access more loans. It had also previously been the subject of four government investigations into 'money laundering, stolen taxpayer funds and corruption' worth an alleged $17bn.
Markson-Brown does not believe the plunge in the value of the conglomerate's stock will have a detrimental impact on the Indian economy, but the reputational damage will take a while for the business and the country to wipe clean.
'In context, this is what happens in emerging markets,' he said. 'It has happened multiple times in India. But the question is: is there any chance Adani does not complete its projects? I think that is going to be slim.
'Adani was probably taking excess market share and had too much influence and power. The event may be a good thing because it will allow the market and especially government-led projects to be more open.
'The conglomerate was on the cusp of getting institutional money and once that happens the whole project would have been much bigger before eventually hitting the fan.'
Wealth manager view
Kamal Warraich, head of equity fund research at Canaccord Genuity Wealth Management, also avoided buying funds with exposure to Adani.
He said: 'The red flags included a high number of legal cases, related party transactions and Adani promoters being banned from the stock market in 2007.
'On the financial side, they have always been quite highly leveraged, as well as generating a large amount of revenue from fossil fuels like coal.'
Warraich believes corporate failings like these highlight the need for fund managers to prioritise high levels of governance.
'Unquestionably, the Adani case will put the spotlight on the quality of corporate governance and regulatory oversight in India. If the market regulator and central bank respond appropriately then it could limit the damage.'
However, the warning signs did not deter all professional investors. Jupiter Asset Management had proposed an investment in a $2.4bn share offering by Adani's Group, which was cancelled at the end of last month.
The firm declined to comment on its commitment to buy 0.16% of the share issue, valued at PS3.4m. It was the only UK-listed asset manager involved.",https://citywire.com/funds-insider/crux-s-markson-brown-why-adani-s-pitch-didn-t-fool-me/a2408964,4
2023-02-09,a2408886,StanChart bid hopes lift FTSE to new high,Not a displacement opportunity,Not a displacement opportunity,CityWire,Michelle Mcgagh,FTSE 100 continues its climb as renewed bid interest from First Abu Dhabi Bank for Standard Chartered buoys blue chips.,"The FTSE 100 extended its record high after First Abu Dhabi Bank was reported to have revived its bid interest in Standard Chartered (STAN), with results lifting blue chips such as Unilever (ULVR) and AstraZeneca (AZN).
Asia-focused Standard Chartered leapt 7.3%, or 50p, to 739p after Bloomberg reported First Abu Dhabi was exploring a $30bn-$35bn cash bid, having briefly flagged then withdrawn its interest in early January.
This helped lift the main UK stock market index 0.6%, or 47 points, to 7,932.
Pharmaceutical giant AstraZeneca also provided upward momentum, rising 3.5%, or 382p, to PS111.34 after reporting a 25% rise in revenues to PS36.6bn in 2023. Boss Pascal Soriot said he expects 2023 to be another year of double-digit revenue growth.
Unilever edged 0.4%, or 17p, higher at PS41.17 after annual profits topped PS7.1bn due to higher prices for its well-known brands, which include Dove, Domestos, and Ben & Jerry's. Gains were stalled by the consumer giant's warning that there are further cost increases to come this year, despite a recent tempering in inflation.
Not all updates cheered the market, with British American Tobacco (BATS) falling 5.6%, or 175p, to PS29.15 after reporting a 7.7% rise in revenues to PS27.6bn and a 2.8% increase in operating profit to PS10.5bn. The tobacco giant confirmed it is on track to hit its PS5bn revenue target by 2025 thanks to a strong performance by its vaping division.
Entain (ENT) was the biggest faller, tumbling 9.6%, or 151p, to PS14.16 on news that US casino operator MGM had ended talks to take over the betting giant, with the boss of MGM stating the company had 'moved on'.
Susannah Streeter, senior analyst at Hargreaves Lansdown, said UK stocks shrugged off renewed US interest rate worries thanks to the index's defensive nature.
'The defensive, international nature of the index has provided the seeds of growth, but an improved forecast for the UK economy this week is also adding fresh nutrients,' she said.
'There are hopes the forecasts could see fresh confidence emerge from consumers and limit the expected belt-tightening.'
The mid-cap FTSE 250 wasn't as buoyant as its large-cap peer, up just 14 points at 20,317, despite a strengthening pound, which usually helps the more domestic benchmark. Sterling gained 0.44% to $1.2124 against the dollar.
Darktrace (DARK) moved to the top of the index, gaining 3.4%, or 8p, to 250p despite the cybersecurity firm becoming the target of short sellers this week. New York-based activist investor QCM has published a report alleging flaws in the company's accounting and said it was 'deeply sceptical about the validity of Darktrace's financial statements'.
Ferrexpo (FXPO) also managed to claw back some losses, up 4%, or 5.5p, at 140.79p after the iron ore pellet miner saw accounts frozen for its Ukraine subsidiary over a royalty payment dispute.
Watches of Switzerland (WOSG) was a bleak spot on the mid-caps, tumbling 14.1%, or 142p, to 863p despite the luxury watch retailer reiterating full-year guidance following a jump in third-quarter revenues. The company said revenues rose 17% to PS407m versus the same quarter last year as the sales of luxury watches increased 22%.",https://citywire.com/funds-insider/stanchart-bid-hopes-lift-ftse-to-new-high/a2408886,8
2023-02-09,a2409018,Nest and fund managers back climate change lawsuit against Shell,Not a displacement opportunity,Not a displacement opportunity,CityWire,Siri Christiansen,UK pension scheme Nest and several other European institutional investors back a ground-breaking legal claim against energy giant Shell for 'failing to move away from fossil fuels fast enough'.,"Danske Bank Asset Management, UK pension scheme Nest and several other European institutional investors are backing a first-of-its-kind lawsuit against energy giant Shell's board of directors for 'failing to move away from fossil fuels fast enough'.
The environmental law charity ClientEarth, which is a shareholder of Shell, filed a High Court derivative claim on Wednesday (8 February) stating the 11-strong board of directors had breached their duties to shareholders.
'Under UK company law, Shell's board has a legal duty to promote the success of the company and to act with reasonable care, skill and diligence,' ClientEarth said in a press statement. 'But we argue the board is breaching those requirements if it is not properly managing climate risk.'
ClientEarth argued that, while Shell said it has set Paris-aligned targets to become a net-zero emission energy business by 2050, 'its interim targets and strategy to get there simply don't add up' as research suggests Shell's strategy 'would, in fact, result in a reduction of just 5% in net emissions by the end of the decade'.
This was underscored by the Dutch court in 2021, which ordered Shell to cut its overall emissions by 45% by 2030 - a verdict that was appealed by Shell.
In the press statement, ClientEarth said Shell's current transition plans 'fail to deliver the reduction in emissions that is needed to keep global climate goals within reach and continue with fossil fuel production for decades to come'.
It added that this increases the risk for stranded assets as the world moves to renewable energy - something which, in turn, poses a significant financial risk for shareholders.
'Shell is seriously exposed to the risks of climate change, yet its climate plan is fundamentally flawed,' said Paul Benson, a senior lawyer at ClientEarth. 'In failing to properly prepare the company for the net-zero transition, Shell's board is increasing the company's vulnerability to climate risk, putting its long-term value in jeopardy.'
Shell's board said it will 'defend its position robustly', according to ClientEarth.
Among the institutional investors backing the case are the UK pension schemes Nest and London CIV, Swedish government pension fund AP3, Danish pension companies AP Pension and Danica Pension, as well as Danske Bank Asset Management. Together, these investors own 10 million shares in Shell.
'Investors want to see action in line with the risk climate change presents and will challenge those who aren't doing enough to transition their business,' said Mark Fawcett, CIO of Nest.
'We hope the whole energy industry sits up and takes notice. 2023 is a crucial year if we are to keep net-zero by 2050 on track and this case can be a springboard for Shell introducing key changes.'
It is the first time a derivative claim has been filed over climate risk mismanagement, and the High Court will now decide whether to grant ClientEarth permission to bring the claim.",https://citywire.com/funds-insider/nest-and-fund-managers-back-climate-change-lawsuit-against-shell/a2409018,0
2023-02-09,a2408887,European AMs back lawsuit against Shell over net-zero shortcomings,Not a displacement opportunity,Not a displacement opportunity,CityWire,Siri Christiansen,"Environmental law charity ClientEarth argues Shell's net zero targets pose a risk to investors, with support from Danske Bank AM and several pension schemes.","Danske Bank Asset Management, UK pension scheme Nest and several other European institutional investors are backing a first-of-its-kind lawsuit against energy giant Shell's board of directors for 'failing to move away from fossil fuels fast enough'.
The environmental law charity ClientEarth, which is a shareholder of Shell, filed a High Court derivative claim on Wednesday (8 February) stating the 11-strong board of directors had breached their duties to shareholders.
'Under UK company law, Shell's board has a legal duty to promote the success of the company and to act with reasonable care, skill and diligence,' ClientEarth said in a press statement. 'But we argue the board is breaching those requirements if it is not properly managing climate risk.'
ClientEarth argued that, while Shell said it has set Paris-aligned targets to become a net-zero emission energy business by 2050, 'its interim targets and strategy to get there simply don't add up' as research suggests Shell's strategy 'would, in fact, result in a reduction of just 5% in net emissions by the end of the decade'.
This was underscored by the Dutch court in 2021, which ordered Shell to cut its overall emissions by 45% by 2030 - a verdict that was appealed by Shell.
In the press statement, ClientEarth said Shell's current transition plans 'fail to deliver the reduction in emissions that is needed to keep global climate goals within reach and continue with fossil fuel production for decades to come'.
It added that this increases the risk for stranded assets as the world moves to renewable energy - something which, in turn, poses a significant financial risk for shareholders.
'Shell is seriously exposed to the risks of climate change, yet its climate plan is fundamentally flawed,' said Paul Benson, senior lawyer at ClientEarth. 'In failing to properly prepare the company for the net-zero transition, Shell's board is increasing the company's vulnerability to climate risk, putting its long-term value in jeopardy.'
Shell's board said it will 'defend its position robustly', according to ClientEarth.
Among the institutional investors backing the case are the UK pension schemes Nest and London CIV, Swedish government pension fund AP3, Danish pension companies AP Pension and Danica Pension, as well as Danske Bank Asset Management. Together, these investors own 10m shares in Shell.
'Investors want to see action in line with the risk climate change presents and will challenge those who aren't doing enough to transition their business,' said Mark Fawcett, CIO of Nest.
'We hope the whole energy industry sits up and takes notice. 2023 is a crucial year if we are to keep net-zero by 2050 on track and this case can be a springboard for Shell introducing key changes.'
It is the first time a derivative claim has been filed over climate risk mismanagement, and the High Court will now decide whether to grant ClientEarth permission to bring the claim.",https://citywireselector.com/news/european-ams-back-lawsuit-against-shell-over-net-zero-shortcomings/a2408887,0
