ID,NOTA_WSW,NOTA_TK,RANK
2003-10,operaciones monetarias inyeccion retiro liquidez mediante subastas orientaran lograr tasa interes interbancaria mantenga alrededor centro corredor tasas interes referencia,las operaciones monetarias de inyeccion y retiro de liquidez mediante subastas se orientaran a lograr que la tasa de interes interbancaria se mantenga alrededor del centro de este corredor de tasas de interes de referencia [NUM],5
2003-10,proyecta saldo promedio cuenta corriente empresas bancarias banco central encuentre diarios,para [DATE] se proyecta que el saldo promedio de la cuenta corriente de las empresas bancarias en el banco central se encuentre entre [NUM] y [NUM] diarios,6
2003-10,operaciones compra temporal divisases swap mantiene comision implica costo efectivo anual minimo lima ,para las operaciones de compra temporal de divisases swap se mantiene la comision a una que implica un costo efectivo anual minimo de [NUM] lima [DATE] ,7
2003-11,nota prensa directorio banco central aprobo programa monetario reduce tasa interes referencia ,nota de prensa directorio del banco central aprobo programa monetario para [DATE] se reduce tasa de interes de referencia de [NUM] a [NUM] ,1
2003-11,manera tasa inflacion doce meses ubico menor nivel registrado mientras tasa inflacion acumulada enero alcanzo,de esta manera la tasa de inflacion a doce meses se ubico en [NUM] menor al nivel registrado en [DATE] [NUM] mientras que la tasa de inflacion acumulada enero [DATE] alcanzo [NUM],2
2003-11,parte tasa inflacion subyacente indicador aumento precios excluye productos mayor variabilidad precios nula octubre,por su parte la tasa de inflacion subyacente indicador de aumento de precios que excluye los productos con mayor variabilidad de precios fue nula en octubre,3
2003-11,tasa interes interbancaria promedio nivel ligeramente inferior observo mes previo,la tasa de interes interbancaria promedio fue [NUM] en [DATE] nivel ligeramente inferior al que se observo el mes previo [NUM],4
2003-11,directorio banco central aprobo reducir tasas interes referencia operaciones monetarias subasta puntos basicos,el directorio del banco central aprobo reducir las tasas de interes de referencia de las operaciones monetarias fuera de subasta en [NUM] puntos basicos,5
2003-11,operaciones compra directa temporal titulos valores creditos regulacion monetaria,[NUM] para operaciones de compra directa temporal de titulos valores y para creditos de regulacion monetaria,6
2003-11,operaciones monetarias inyeccion retiro liquidez mediante subastas orientaran lograr tasa interes interbancaria ubique alrededor centro corredor tasas interes referencia,las operaciones monetarias de inyeccion y retiro de liquidez mediante subastas se orientaran a lograr que la tasa de interes interbancaria se ubique alrededor del centro de este corredor de tasas de interes de referencia [NUM],7
2003-11,proyecta saldo promedio encuentre diarios,para [DATE] se proyecta que este saldo promedio se encuentre entre [NUM] y [NUM] diarios,8
2003-11,operaciones compra temporal divisases swap mantiene comision implica costo efectivo anual minimo,para las operaciones de compra temporal de divisases swap se mantiene la comision a una que implica un costo efectivo anual minimo de [NUM],9
2003-12,nota prensa directorio banco central aprobo programa monetario mantiene tasa interes referencia ,nota de prensa directorio del banco central aprobo programa monetario para [DATE] se mantiene la tasa de interes de referencia en [NUM] ,1
2003-12,tasa interes interbancaria promedio nivel inferior observo mes previo resultado reduccion tasas interes referencia banco central puntos basicos,la tasa de interes interbancaria promedio fue [NUM] en [DATE] nivel inferior al que se observo el mes previo [NUM] como resultado de la reduccion de las tasas de interes de referencia del banco central en [DATE] [NUM] puntos basicos,2
2003-12,decisiones politica monetaria basan proyecciones inflacion busca enfrentar presiones alza baja crecimiento precios,las decisiones de politica monetaria se basan en proyecciones de inflacion con lo cual se busca enfrentar presiones al alza o a la baja en el crecimiento de los precios,3
2003-12,reporte inflacion presento proyeccion inflacion ubicada tramo inferior meta anunciada ,en el reporte de inflacion de [DATE] se presento una proyeccion de inflacion para el [DATE] ubicada en el tramo inferior de la meta anunciada [NUM] ,4
2004-01,indice precios consumidor aumento debido principalmente incremento precios alimentos papa arroz,en [DATE] el indice de precios al consumidor aumento en [NUM] debido principalmente al incremento de precios de alimentos como la papa y el arroz,1
2004-01,tasa inflacion subyacente indicador aumento precios excluye productos precios altamente variables mes,la tasa de inflacion subyacente indicador de aumento de precios que excluye los productos con precios altamente variables fue [NUM] en el mes,2
2004-01,tasa interes interbancaria promedio ligeramente menor nivel observo mes previo,la tasa de interes interbancaria promedio fue [NUM] en [DATE] ligeramente menor al nivel que se observo el mes previo [NUM],3
2004-01,reducciones tasas referencia politica monetaria indujeron disminuciones puntos basicos tasa interbancaria ocasiones puntos basicos agosto,en el [DATE] hubieron [NUM] reducciones de las tasas de referencia de politica monetaria que indujeron disminuciones de [NUM] puntos basicos en la tasa interbancaria en [NUM] ocasiones [DATE] y [DATE] y una de [NUM] puntos basicos agosto,4
2004-01,directorio banco central aprobo mantener tasas interes referencia operaciones monetarias subasta,el directorio del banco central aprobo mantener en [DATE] las tasas de interes de referencia de las operaciones monetarias fuera de subasta,5
2004-02,ello tasa inflacion doce meses ubico mayor nivel registrado ,con ello la tasa de inflacion a doce meses se ubico en [NUM] mayor al nivel registrado a [DATE] del [NUM] ,1
2004-02,tasa inflacion subyacente indicador aumento precios excluye productos precios altamente variables ultimos doce meses,la tasa de inflacion subyacente indicador de aumento de precios que excluye los productos con precios altamente variables fue [NUM] en los ultimos doce meses,2
2004-02,aceleracion tasa inflacion registrada ultimos tres meses responde factores componente importado oferta alimentos correspondientes alzas precios internacionales trigo aceite soya afectan precios pan aceite comestible asi problemas produccion alimentos papa arveja arroz azucar,la aceleracion en la tasa de inflacion registrada en los ultimos tres meses responde a factores del componente importado de oferta de alimentos como son los correspondientes a las alzas en los precios internacionales del trigo y aceite de soya que afectan a los precios del pan y aceite comestible asi como problemas en la produccion de algunos alimentos papa arveja arroz y azucar,3
2004-02,proyecciones contenidas primer reporte inflacion anio muestran prevision inflacion nivel meta,las proyecciones contenidas en el primer reporte de inflacion del anio muestran una prevision de inflacion para el [DATE] en el nivel meta de [NUM],4
2004-02,tasa interes interbancaria promedio menor nivel observo mes previo,la tasa de interes interbancaria promedio fue [NUM] en [DATE] menor al nivel que se observo el mes previo [NUM],5
2004-03,ello tasa inflacion doce meses ubico mayor nivel registrado,con ello la tasa de inflacion a doce meses se ubico en [NUM] mayor al nivel registrado a [DATE] [NUM],1
2004-03,menciono reporte inflacion espera tasa inflacion eleve temporalmente primeros meses anio alza precios internacionales alimentos trigo aceite soya condiciones oferta agricola local papa arroz legumbres azucar,como se menciono en el reporte de inflacion de [DATE] se espera que la tasa de inflacion se eleve temporalmente en los primeros meses del anio por el alza de los precios internacionales de alimentos trigo y aceite de soya y las condiciones de la oferta agricola local papa arroz legumbres y azucar,2
2004-03,ademas caso particular registro aumento precio pollo,ademas en el caso particular de [DATE] se registro un aumento en el precio del pollo,3
2004-03,proyecciones contenidas primer reporte inflacion anio muestran prevision inflacion nivel meta,las proyecciones contenidas en el primer reporte de inflacion del anio muestran una prevision de inflacion para el [NUM] en el nivel meta de [NUM],4
2004-03,tasa interes interbancaria promedio mayor nivel observo mes previo,la tasa de interes interbancaria promedio fue [NUM] en [DATE] mayor al nivel que se observo el mes previo [NUM],5
2004-04,ello tasa inflacion doce meses ubico menor nivel registrado,con ello la tasa de inflacion a doce meses se ubico en [NUM] menor al nivel registrado a [DATE] [NUM],1
2004-04,menciono reporte inflacion espera tasa inflacion eleve temporalmente primeros meses anio evolucion precios internacionales alimentos trigo aceite soya condiciones oferta agricola local papa arroz legumbres azucar,como se menciono en el reporte de inflacion de [DATE] se espera que la tasa de inflacion se eleve temporalmente en los primeros meses del anio por la evolucion de los precios internacionales de alimentos trigo y aceite de soya y las condiciones de la oferta agricola local papa arroz legumbres y azucar,2
2004-04,embargo estima inflacion anual ubicaria dentro rango meta margen tolerancia hacia arriba hacia abajo,sin embargo se estima que la inflacion anual a [DATE] se ubicaria dentro del rango de la meta [NUM] con un margen de tolerancia de [NUM] hacia arriba y hacia abajo,3
2004-04,tasa interes interbancaria promedio similar nivel observo mes previo,la tasa de interes interbancaria promedio fue [NUM] en [DATE] similar al nivel que se observo el mes previo [NUM],4
2004-04,nivel saldo promedio meta indicador grado flexibilidad politica monetaria refleja ademas factores estacionales movimientos demanda liquidez,el nivel de este saldo promedio no es una meta ni un [NUM] indicador del grado de flexibilidad de la politica monetaria porque refleja ademas factores estacionales y movimientos en la demanda de liquidez,5
2004-05,ello tasa inflacion doce meses ubico similar nivel registrado,con ello la tasa de inflacion a doce meses se ubico en [NUM] similar al nivel registrado a [DATE] [NUM],1
2004-05,reporte inflacion proyecto tasa inflacion elevaria temporalmente primeros meses anio evolucion precios internacionales alimentos combustibles asi condiciones oferta agricola local,en el reporte de inflacion de [DATE] se proyecto que la tasa de inflacion se elevaria temporalmente en los primeros meses del anio por la evolucion de los precios internacionales de algunos alimentos y combustibles asi como por las condiciones de la oferta agricola local,2
2004-05,agotados choques oferta hacia mes proyeccion inflacion convergia hacia tasas inflacion mensuales bajas resto anio,agotados estos choques de oferta hacia el mes de [DATE] la proyeccion de inflacion convergia hacia tasas de inflacion mensuales bajas para el resto del anio,3
2004-05,cabe mencionar inflacion podria caer rango meses debido efecto choque oferta primer trimestre efecto estadistico comparacion meses similares registro tasas inflacion negativas,cabe mencionar que la inflacion podria caer fuera del rango durante algunos meses debido al efecto del choque de oferta del primer trimestre del [NUM] y al efecto estadistico de la comparacion con meses similares en los que se registro tasas de inflacion negativas,4
2004-05,proyecta inflacion acumulada fin anio ubique dentro rango meta,se proyecta que la inflacion acumulada a fin de anio se ubique dentro del rango meta,5
2004-05,directorio banco central aprobado mantener tasas interes referencia operaciones monetarias subasta,el directorio del banco central ha aprobado mantener en [DATE] las tasas de interes de referencia de las operaciones monetarias fuera de subasta,6
2004-06,indice precios consumidor aumento debido factores transitorios oferta alimentos combustibles,en [DATE] el indice de precios al consumidor aumento en [NUM] debido a factores transitorios en la oferta de alimentos y de combustibles,1
2004-06,ello tasa inflacion doce meses ubico mayor nivel registrado debido anio pasado tasa mensual inflacion negativa,con ello la tasa de inflacion a doce meses se ubico en [NUM] mayor al nivel registrado en [DATE] [NUM] debido a que en [DATE] del anio pasado la tasa mensual de inflacion fue negativa en [NUM],2
2004-06,tasa inflacion subyacente indicador tendencia inflacionaria ultimos doce meses,la tasa de inflacion subyacente indicador de la tendencia inflacionaria fue [NUM] en los ultimos doce meses,3
2004-06,proyecta tasa inflacion acumulada anual meses ubicara dentro rango meta ,se proyecta que la tasa de inflacion acumulada anual a los meses de [DATE] y [NUM] se ubicara dentro del rango meta [NUM] ,4
2004-06,embargo meses siguientes tasa inflacion meses ubicaria transitoriamente encima debido choques oferta observados va anio efecto estadistico surge comparacion meses cuales inflacion negativa ,sin embargo en algunos de los meses siguientes la tasa de inflacion a [NUM] meses se ubicaria transitoriamente por encima de [NUM] debido a los choques de oferta observados en lo que va del anio y por el efecto estadistico que surge de la comparacion con meses en los cuales la inflacion fue negativa entre [DATE] y [DATE] ,5
2004-07,indice precios consumidor aumento debido principalmente incrementos precios alimentos tasa inflacion subyacente,en [DATE] el indice de precios al consumidor aumento en [NUM] debido principalmente a incrementos en los precios de algunos alimentos con lo que la tasa de inflacion subyacente fue [NUM],1
2004-07,embargo tasa inflacion subyacente indicador tendencia inflacionaria ultimos doce meses,sin embargo la tasa de inflacion subyacente indicador de la tendencia inflacionaria fue [NUM] en los ultimos doce meses,2
2004-07,inflacion ubicaria transitoriamente alrededor limite superior meta debido principalmente choques sucesivos oferta primer semestre anio alimentos combustibles,para el [DATE] la inflacion se ubicaria transitoriamente alrededor del limite superior de la meta debido principalmente a choques sucesivos de oferta durante el primer semestre del anio alimentos y combustibles,3
2004-07,banco prestara especial atencion presiones inflacionarias siguientes meses fin tomar medidas preventivas permitan cumplir meta inflacion,el banco prestara especial atencion a las presiones inflacionarias en los siguientes meses a fin de tomar las medidas preventivas que permitan cumplir con la meta de inflacion,4
2004-07,proyecta tasa inflacion acumulada anios ubicaria dentro rango meta,se proyecta que la tasa de inflacion acumulada para los anios [NUM] y [NUM] se ubicaria dentro del rango meta [NUM] a [NUM],5
2004-07,tasa interes interbancaria promedio ligeramente inferior nivel observo mes previo,la tasa de interes interbancaria promedio fue [NUM] en [DATE] ligeramente inferior al nivel que se observo en el mes previo [NUM],6
2004-07,directorio banco central aprobo mantener tasas interes referencia operaciones monetarias subasta,el directorio del banco central aprobo mantener en [DATE] las tasas de interes de referencia de las operaciones monetarias fuera de subasta en,7
2004-07,operaciones monetarias inyeccion retiro liquidez mediante subastas orientaran lograr tasa interes interbancaria ubique alrededor centro corredor formado tasas interes referencia,las operaciones monetarias de inyeccion y retiro de liquidez mediante subastas se orientaran a lograr que la tasa de interes interbancaria se ubique alrededor del centro de este corredor formado por las tasas de interes de referencia [NUM],8
2004-07,proyecta saldo promedio diario cuenta corriente empresas bancarias banco central encuentre,para [DATE] se proyecta que el saldo promedio diario de la cuenta corriente de las empresas bancarias en el banco central se encuentre entre [NUM] y [NUM],9
2004-07,operaciones compra temporal divisases swap mantiene comision nivel implica costo efectivo anual minimo,para las operaciones de compra temporal de divisases swap se mantiene la comision en un nivel que implica un costo efectivo anual minimo de [NUM],10
2004-08,nota prensa directorio banco central aprobo programa monetario incrementa tasa interes referencia ,nota de prensa directorio del banco central aprobo programa monetario para [DATE] se incrementa la tasa de interes de referencia a [NUM] ,1
2004-08,indice precios consumidor aumento tasa anualizada debido principalmente incrementos precio combustibles servicios transporte,en [DATE] el indice de precios al consumidor aumento [NUM] tasa anualizada de [NUM] debido principalmente a incrementos en el precio de combustibles y servicios de transporte,2
2004-08,ello tasa inflacion ultimos doce meses mayor nivel registrado,con ello la tasa de inflacion en los ultimos doce meses fue [NUM] mayor al nivel registrado en [DATE] [NUM],3
2004-08,tasa inflacion subyacente indicador tendencia inflacionaria ultimos doce meses cabe precisar indice precios bienes importados aumento similar periodo,la tasa de inflacion subyacente indicador de la tendencia inflacionaria fue [NUM] en los ultimos doce meses cabe precisar que el indice de precios de bienes importados aumento [NUM] en similar periodo,4
2004-08,anunciado reporte inflacion tasa inflacion ubicado transitoriamente encima limite superior meta debido principalmente choques sucesivos oferta ocurridos primer semestre anio alimentos combustibles,como se ha anunciado en el reporte de inflacion de [DATE] la tasa de inflacion se ha ubicado transitoriamente por encima del limite superior de la meta debido principalmente a choques sucesivos de oferta ocurridos durante el primer semestre del anio alimentos y combustibles,5
2004-08,banco tomando medidas hagan converger inflacion meta,en este sentido el banco esta tomando medidas que hagan converger la inflacion a la meta,6
2004-08,banco proyecta tasa inflacion acumulada meses disminuya siguientes meses manera tal cierre tasa inflacion cercana limite superior rango meta tasa inflacion alrededor centro rango,el banco proyecta que la tasa de inflacion acumulada a [NUM] meses disminuya en los siguientes meses de manera tal que el [DATE] cierre con una tasa de inflacion cercana al limite superior del rango meta [NUM] a [NUM] y el [NUM] con una tasa de inflacion alrededor del centro de este rango [NUM],7
2004-08,directorio banco central aprobo elevar puntos basicos tasas interes referencia operaciones monetarias,el directorio del banco central aprobo elevar en [NUM] puntos basicos las tasas de interes de referencia de las operaciones monetarias,8
2004-08,operaciones monetarias inyeccion retiro liquidez mediante subastas orientaran lograr tasa interes interbancaria ubique alrededor centro corredor formado tasas interes referencia,las operaciones monetarias de inyeccion y de retiro de liquidez mediante subastas se orientaran a lograr que la tasa de interes interbancaria se ubique alrededor del centro del corredor formado por las tasas de interes de referencia [NUM],9
2004-08,cabe precisar rigio tasa interes referencia,cabe precisar que desde [DATE] rigio la tasa de interes de referencia de [NUM],10
2004-08,operaciones compra directa temporal titulos valores creditos regulacion monetaria pasa,para operaciones de compra directa temporal de titulos valores y para creditos de regulacion monetaria pasa de [NUM] a [NUM],11
2004-08,operaciones compra temporal divisases swap incrementa comision nivel implica costo efectivo anual minimo,para las operaciones de compra temporal de divisases swap se incrementa la comision a un nivel que implica un costo efectivo anual minimo de [NUM],12
2004-09,indice precios consumidor disminuyo,en [DATE] el indice de precios al consumidor disminuyo [NUM],1
2004-09,ello tasa inflacion acumulada va anio mantuvo,con ello la tasa de inflacion acumulada en lo que va del anio se mantuvo en [NUM],2
2004-09,parte tasa inflacion subyacente indicador tendencia inflacionaria alcanzo agosto,por su parte la tasa de inflacion subyacente indicador de la tendencia inflacionaria alcanzo [NUM] entre [DATE] y agosto,3
2004-09,tasa inflacion meses ubicado transitoriamente encima limite superior meta debido principalmente choques sucesivos oferta ocurridos primer semestre anio alimentos combustibles,la tasa de inflacion a [NUM] meses se ha ubicado transitoriamente por encima del limite superior de la meta debido principalmente a choques sucesivos de oferta ocurridos durante el primer semestre del anio alimentos y combustibles,4
2004-09,cabe precisar indice precios bienes importados aumento periodo enero agosto,cabe precisar que el indice de precios de bienes importados aumento [NUM] en el periodo enero agosto,5
2004-09,banco proyecta tasa inflacion acumulada ubique alrededor limite superior rango meta alrededor centro rango,el banco proyecta que la tasa de inflacion acumulada en el [NUM] se ubique alrededor del limite superior del rango meta [NUM] y en el [NUM] alrededor del centro de este rango [NUM],6
2004-09,medidas viene adoptando banco central estan orientadas lograr convergencia inflacion hacia rango meta,las medidas que viene adoptando el banco central estan orientadas a lograr la convergencia de la inflacion hacia su rango meta,7
2004-09,operaciones monetarias inyeccion retiro liquidez mediante subastas orientaran lograr tasa interes interbancaria ubique alrededor centro corredor formado tasas interes referencia,las operaciones monetarias de inyeccion y retiro de liquidez mediante subastas se orientaran a lograr que la tasa de interes interbancaria se ubique alrededor del centro del corredor formado por las tasas de interes de referencia [NUM],8
2004-09,tasa interes operaciones compra directa temporal titulos valores creditos regulacion monetaria mantiene,la tasa de interes de las operaciones de compra directa temporal de titulos valores y de los creditos de regulacion monetaria se mantiene en [NUM],9
2004-09,nivel saldo promedio meta indicador grado flexibilidad politica monetaria refleja factores elementos estacionales movimientos demanda liquidez,el nivel de este saldo promedio no es una meta ni un indicador del grado de flexibilidad de la politica monetaria porque refleja entre otros factores o elementos estacionales y movimientos en la demanda de liquidez,10
2004-10,nota prensa programa monetario banco central incrementa tasa interes referencia ,nota de prensa programa monetario para [DATE] banco central incrementa la tasa de interes de referencia de [NUM] a [NUM] ,1
2004-10,indice precios consumidor aumento,en [DATE] el indice de precios al consumidor aumento [NUM],2
2004-10,parte tasa inflacion subyacente indicador tendencia inflacionaria registra nivel igual periodo,por su parte la tasa de inflacion subyacente indicador de la tendencia inflacionaria registra un nivel de [NUM] en igual periodo,3
2004-10,cabe precisar indice precios bienes importados aumento periodo enerosetiembre,cabe precisar que el indice de precios de bienes importados aumento [NUM] en el periodo enerosetiembre,4
2004-10,inflacion subyacente parte ubicaria ligeramente encima centro rango ambos anios,la inflacion subyacente por su parte se ubicaria ligeramente por encima del centro del rango para ambos anios,5
2004-10,tasa interes operaciones compra directa temporal titulos valores creditos regulacion monetaria eleva,la tasa de interes de las operaciones de compra directa temporal de titulos valores y de los creditos de regulacion monetaria se eleva de [NUM] a [NUM],6
2004-10,tasa interes depositos overnight eleva,la tasa de interes de los depositos overnight se eleva de [NUM] a [NUM],7
2004-11,nota prensa programa monetario banco central mantiene tasa interes referencia ,nota de prensa programa monetario para [DATE] banco central mantiene la tasa de interes de referencia en [NUM] ,1
2004-11,ello tasa inflacion acumulada va anio mantuvo cuarto mes consecutivo,con ello la tasa de inflacion acumulada en lo que va del anio se mantuvo por cuarto mes consecutivo en [NUM],2
2004-11,parte tasa inflacion subyacente indicador tendencia inflacionaria registra nivel octubre,por su parte la tasa de inflacion subyacente indicador de la tendencia inflacionaria registra un nivel de [NUM] entre [DATE] y octubre,3
2004-11,cabe precisar indice precios bienes importados aumento periodo enerooctubre,cabe precisar que el indice de precios de bienes importados aumento [NUM] en el periodo enerooctubre,4
2004-11,banco proyecta tasa inflacion acumulada ubique alrededor limite superior rango meta siempre combustibles pasajes urbanos registren alzas,el banco proyecta que la tasa de inflacion acumulada en el [NUM] se ubique alrededor del limite superior del rango meta [NUM] siempre y cuando los combustibles y pasajes urbanos no registren alzas,5
2004-11,proyeccion inflacion converge hacia centro rango,para el [NUM] la proyeccion de inflacion converge hacia el centro de este rango [NUM],6
2004-11,directorio banco central aprobo mantener tasas interes referencia operaciones monetarias,el directorio del banco central aprobo mantener las tasas de interes de referencia de las operaciones monetarias,7
2004-11,tasa interes operaciones compra directa temporal titulos valores creditos regulacion monetaria mantienen,la tasa de interes de las operaciones de compra directa temporal de titulos valores y de los creditos de regulacion monetaria se mantienen en [NUM],8
2004-11,nivel saldo promedio meta indicador grado flexibilidad politica monetaria refleja factores elementos estacionales movimientos demanda liquidez,el nivel de este saldo promedio no es una [NUM] meta ni un indicador del grado de flexibilidad de la politica monetaria porque refleja entre otros factores o elementos estacionales y movimientos en la demanda de liquidez,9
2004-12,tasa inflacion acumulada cumplio meta inflacion tercer anio consecutivo ubicarse misma dentro rango meta rango tolerancia punto porcentual hacia arriba hacia abajo,la tasa de inflacion acumulada a [DATE] fue [NUM] con lo que se cumplio con la meta de inflacion por tercer anio consecutivo al ubicarse la misma dentro del rango de la meta [NUM] con un rango de tolerancia de un punto porcentual hacia arriba o hacia abajo,1
2004-12,parte tasa inflacion subyacente indicador tendencia inflacionaria registro tasa acumulada,por su parte la tasa de inflacion subyacente indicador de la tendencia inflacionaria registro una tasa acumulada de [NUM] en el [NUM],2
2004-12,indice precios consumidor disminuyo debido principalmente reduccion precio alimentos puntos porcentuales combustibles puntos porcentuales tarifas telefonicas puntos porcentuales,en [DATE] el indice de precios al consumidor disminuyo [NUM] debido principalmente a la reduccion en el precio de los alimentos [NUM] puntos porcentuales combustibles [NUM] puntos porcentuales y tarifas telefonicas [NUM] puntos porcentuales,3
2004-12,tasa inflacion meses elevo transitoriamente encima limite superior meta debido principalmente choques sucesivos oferta alimentos combustibles,la tasa de inflacion a [NUM] meses se elevo transitoriamente por encima del limite superior de la meta [NUM] entre [DATE] y [DATE] debido principalmente a choques sucesivos de oferta alimentos y combustibles,4
2004-12,periodo banco central elevo dos oportunidades tasa interes interbancaria referencia pasando manera preventiva garantizar convergencia inflacion hacia nivel meta,en este periodo el banco central elevo en dos oportunidades la tasa de interes interbancaria de referencia [DATE] y [DATE] pasando de [NUM] a [NUM] de manera preventiva para garantizar la convergencia de la inflacion hacia el nivel meta,5
2004-12,reversion parcial choques apreciacion nuevo sol influido convergencia inflacion hacia limite superior meta conforme previsto reporte inflacion agosto,la reversion parcial de estos choques y la apreciacion del nuevo sol han influido en la convergencia de la inflacion hacia el limite superior de la meta en el [NUM] conforme con lo previsto en el reporte de inflacion de agosto,6
2004-12,asimismo mantienen proyecciones ultimo reporte respecto evolucion inflacion,asimismo se mantienen las proyecciones del ultimo reporte de [DATE] respecto a la evolucion de la inflacion en el [NUM],7
2004-12,decir espera reversion choques oferta continuen proyeccion inflacion converge hacia nivel meta,es decir se espera que la reversion de los choques de oferta continuen en el [NUM] con lo cual la proyeccion de inflacion converge hacia el nivel meta [NUM],8
2004-12,cronograma sesiones directorio aprobara programa monetario cada mes siguiente,para el [DATE] el cronograma de las sesiones en las que el directorio aprobara el programa monetario de cada mes es el siguiente,9
2005-01,indice precios consumidor aumento debido principalmente aumento pasajes urbanos puntos porcentuales combustibles puntos porcentuales tarifas electricas puntos porcentuales,en [DATE] el indice de precios al consumidor aumento [NUM] debido principalmente al aumento de pasajes urbanos [NUM] puntos porcentuales combustibles [NUM] puntos porcentuales y tarifas electricas [NUM] puntos porcentuales,1
2005-01,excluyendo alza precios pasajes tasa inflacion sido va anio,excluyendo el alza de precios de pasajes la tasa de inflacion hubiera sido [NUM] en [DATE] y [NUM] en lo que va del anio,2
2005-01,ademas si excluyera aumento combustibles tasa inflacion sido noviembre,ademas si se excluyera el aumento de combustibles la tasa de inflacion en [DATE] hubiera sido [NUM] y [NUM] entre [DATE] y noviembre,3
2005-01,parte tasa inflacion subyacente indicador tendencia inflacionaria registra tasa acumulada igual periodo,por su parte la tasa de inflacion subyacente indicador de la tendencia inflacionaria registra una tasa acumulada de [NUM] en igual periodo,4
2005-01,tasa inflacion meses ubicado transitoriamente encima limite superior meta debido principalmente choques sucesivos oferta alimentos combustibles,la tasa de inflacion a [NUM] meses se ha ubicado transitoriamente por encima del limite superior de la meta debido principalmente a choques sucesivos de oferta alimentos y combustibles,5
2005-01,cabe precisar indice precios bienes importados aumento periodo enero mientras indice precios bienes origen nacional hizo,cabe precisar que el indice de precios de bienes importados aumento [NUM] en el periodo enero [DATE] mientras que el indice de precios de bienes de origen nacional lo hizo en [NUM],6
2005-01,debido factores transitorios banco central anuncio reporte inflacion tasa acumulada inflacion anio estaria alrededor tasa maxima meta anunciada,debido a estos factores transitorios el banco central anuncio en el reporte de inflacion de [DATE] que la tasa acumulada de inflacion este anio estaria alrededor de la tasa maxima de la meta anunciada,7
2005-02,manera tasa inflacion ultimos meses ubico nivel inferior,de esta manera la tasa de inflacion de los ultimos [NUM] meses se ubico en [NUM] nivel inferior al de [DATE] [NUM],1
2005-02,parte tasa inflacion subyacente indicador tendencia inflacionaria registro nivel ultimos meses,por su parte la tasa de inflacion subyacente indicador de la tendencia inflacionaria registro un nivel de [NUM] en los ultimos [NUM] meses,2
2005-02,mantienen previsiones reporte inflacion cuanto continuaria reversion parcial choques oferta inflacionarios ocurridos anio pasado,para el [DATE] se mantienen las previsiones del reporte de inflacion de [DATE] en cuanto a que continuaria la reversion parcial de los choques de oferta inflacionarios ocurridos el anio pasado,3
2005-02,manera proyecta trayectoria tasa inflacion ultimos doce meses ubique tramo inferior meta mayoria meses presente anio,de esta manera se proyecta que la trayectoria de la tasa de inflacion ultimos doce meses se ubique en el tramo inferior de la meta [NUM] a [NUM] en la mayoria de los meses del presente anio,4
2005-02,respecto determinantes inflacion mantiene panorama expectativas inflacion publico alrededor inflacion importada moderada crecimiento economico esperado,respecto a los determinantes de la inflacion en [NUM] se mantiene el panorama de expectativas de inflacion del publico alrededor de [NUM] una inflacion importada moderada y un crecimiento economico esperado de [NUM],5
2005-03,manera tasa inflacion ultimos meses ubico nivel inferior,de esta manera la tasa de inflacion en los ultimos [NUM] meses se ubico en [NUM] nivel inferior al de [DATE] [NUM],1
2005-03,evolucion continua reflejando reversion efecto inflacionario choques oferta afectaron economia,esta evolucion continua reflejando la reversion del efecto inflacionario de los choques de oferta que afectaron a la economia en [NUM],2
2005-03,parte tasa inflacion subyacente registro nivel ultimos meses,por su parte la tasa de inflacion subyacente registro un nivel de [NUM] en los ultimos [NUM] meses,3
2005-03,resto mantienen previsiones reporte inflacion ,para el resto del [DATE] se mantienen las previsiones del reporte de inflacion de [DATE] ,4
2005-03,asi continuaria reversion parcial choques oferta inflacionarios afectaron economia anio pasado,asi continuaria la reversion parcial de los choques de oferta inflacionarios que afectaron a la economia el anio pasado,5
2005-03,ello trayectoria tasa inflacion ultimos doce meses ubicaria tramo inferior meta inflacion mayor parte anio,con ello la trayectoria de la tasa de inflacion en los ultimos doce meses se ubicaria en el tramo inferior de la meta de inflacion [NUM] a [NUM] durante la mayor parte del anio,6
2005-03,respecto determinantes inflacion mantiene panorama expectativas inflacion publico alrededor inflacion importada moderada crecimiento esperado actividad economica producto bruto interno,respecto a los determinantes de la inflacion en [NUM] se mantiene el panorama de expectativas de inflacion del publico alrededor de [NUM] una inflacion importada moderada y un crecimiento esperado de la actividad economica producto bruto interno de [NUM],7
2005-04,manera tasa inflacion ultimos meses ubico nivel inferior nivel meta banco central aunque dentro rango tolerancia punto porcentual hacia arriba hacia abajo ,de esta manera la tasa de inflacion en los ultimos [NUM] meses se ubico en [NUM] nivel inferior al nivel meta del banco central [NUM] aunque dentro del rango de tolerancia de un punto porcentual hacia arriba y hacia abajo [NUM] ,1
2005-04,resto anio mantienen previsiones reporte inflacion ,para el resto del anio se mantienen las previsiones del reporte de inflacion de [DATE] ,2
2005-04,respecto determinantes inflacion mantiene panorama expectativas inflacion publico alrededor inflacion importada moderada crecimiento esperado actividad economica producto bruto interno sesgo alza,respecto a los determinantes de la inflacion en [NUM] se mantiene el panorama de expectativas de inflacion del publico alrededor de [NUM] una inflacion importada moderada y un crecimiento esperado de la actividad economica producto bruto interno de [NUM] con sesgo al alza,3
